revenue_id,deal_id,company_id,revenue_date,amount,revenue_type
REV_00372,DEAL_0486,COMP_0020,2025-08-22,5092.94,Recurring
REV_00373,DEAL_0486,COMP_0020,2025-09-21,5092.94,One-time
REV_00374,DEAL_0486,COMP_0020,2025-10-21,5092.94,One-time
REV_00375,DEAL_0509,COMP_0269,2026-06-14,135199.04,One-time
REV_00376,DEAL_0512,COMP_0244,2025-09-20,3710.95,One-time
REV_00377,DEAL_0512,COMP_0244,2025-10-20,3710.95,One-time
REV_00378,DEAL_0512,COMP_0244,2025-11-19,3710.95,One-time
REV_00379,DEAL_0512,COMP_0244,2025-12-19,3710.95,Recurring
REV_00380,DEAL_0512,COMP_0244,2026-01-18,3710.95,One-time
REV_00381,DEAL_0512,COMP_0244,2026-02-17,3710.95,One-time
REV_00382,DEAL_0512,COMP_0244,2026-03-19,3710.95,One-time
REV_00383,DEAL_0512,COMP_0244,2026-04-18,3710.95,Recurring
REV_00384,DEAL_0512,COMP_0244,2026-05-18,3710.95,One-time
REV_00385,DEAL_0512,COMP_0244,2026-06-17,3710.95,Recurring
REV_00386,DEAL_0512,COMP_0244,2026-07-17,3710.95,Recurring
REV_00387,DEAL_0512,COMP_0244,2026-08-16,3710.95,One-time
REV_00388,DEAL_0529,COMP_0043,2026-05-02,789.15,Recurring
REV_00389,DEAL_0529,COMP_0043,2026-06-01,789.15,One-time
REV_00390,DEAL_0529,COMP_0043,2026-07-01,789.15,One-time
REV_00391,DEAL_0529,COMP_0043,2026-07-31,789.15,Recurring
REV_00392,DEAL_0529,COMP_0043,2026-08-30,789.15,Recurring
REV_00393,DEAL_0529,COMP_0043,2026-09-29,789.15,Recurring
REV_00394,DEAL_0529,COMP_0043,2026-10-29,789.15,One-time
REV_00395,DEAL_0542,COMP_0093,2024-09-17,48332.9,Recurring
REV_00396,DEAL_0542,COMP_0093,2024-10-17,48332.9,One-time
REV_00397,DEAL_0542,COMP_0093,2024-11-16,48332.9,One-time
REV_00398,DEAL_0542,COMP_0093,2024-12-16,48332.9,Recurring
REV_00399,DEAL_0549,COMP_0153,2024-12-02,17909.24,One-time
REV_00400,DEAL_0549,COMP_0153,2025-01-01,17909.24,One-time
REV_00401,DEAL_0549,COMP_0153,2025-01-31,17909.24,Recurring
REV_00402,DEAL_0549,COMP_0153,2025-03-02,17909.24,One-time
REV_00403,DEAL_0549,COMP_0153,2025-04-01,17909.24,Recurring
REV_00404,DEAL_0549,COMP_0153,2025-05-01,17909.24,One-time
REV_00405,DEAL_0549,COMP_0153,2025-05-31,17909.24,One-time
REV_00406,DEAL_0549,COMP_0153,2025-06-30,17909.24,Recurring
REV_00407,DEAL_0549,COMP_0153,2025-07-30,17909.24,One-time
REV_00408,DEAL_0549,COMP_0153,2025-08-29,17909.24,One-time
REV_00409,DEAL_0549,COMP_0153,2025-09-28,17909.24,Recurring
REV_00410,DEAL_0549,COMP_0153,2025-10-28,17909.24,Recurring
REV_00411,DEAL_0554,COMP_0092,2025-01-01,6021.97,Recurring
REV_00412,DEAL_0554,COMP_0092,2025-01-31,6021.97,Recurring
REV_00413,DEAL_0554,COMP_0092,2025-03-02,6021.97,One-time
REV_00414,DEAL_0554,COMP_0092,2025-04-01,6021.97,Recurring
REV_00415,DEAL_0554,COMP_0092,2025-05-01,6021.97,One-time
REV_00416,DEAL_0554,COMP_0092,2025-05-31,6021.97,One-time
REV_00417,DEAL_0566,COMP_0039,2025-05-02,225495.45,One-time
REV_00418,DEAL_0579,COMP_0169,2025-01-04,28717.36,One-time
REV_00419,DEAL_0579,COMP_0169,2025-02-03,28717.36,One-time
REV_00420,DEAL_0579,COMP_0169,2025-03-05,28717.36,One-time
REV_00421,DEAL_0579,COMP_0169,2025-04-04,28717.36,Recurring
REV_00422,DEAL_0579,COMP_0169,2025-05-04,28717.36,Recurring
REV_00423,DEAL_0579,COMP_0169,2025-06-03,28717.36,One-time
REV_00424,DEAL_0579,COMP_0169,2025-07-03,28717.36,Recurring
REV_00425,DEAL_0585,COMP_0283,2025-02-27,2598.49,One-time
REV_00426,DEAL_0585,COMP_0283,2025-03-29,2598.49,One-time
REV_00427,DEAL_0585,COMP_0283,2025-04-28,2598.49,One-time
REV_00428,DEAL_0585,COMP_0283,2025-05-28,2598.49,One-time
REV_00429,DEAL_0585,COMP_0283,2025-06-27,2598.49,One-time
REV_00430,DEAL_0585,COMP_0283,2025-07-27,2598.49,One-time
REV_00431,DEAL_0585,COMP_0283,2025-08-26,2598.49,One-time
REV_00432,DEAL_0585,COMP_0283,2025-09-25,2598.49,Recurring
REV_00433,DEAL_0585,COMP_0283,2025-10-25,2598.49,Recurring
REV_00434,DEAL_0585,COMP_0283,2025-11-24,2598.49,Recurring
REV_00435,DEAL_0591,COMP_0185,2026-04-07,47327.12,Recurring
REV_00436,DEAL_0591,COMP_0185,2026-05-07,47327.12,One-time
REV_00437,DEAL_0591,COMP_0185,2026-06-06,47327.12,Recurring
REV_00438,DEAL_0591,COMP_0185,2026-07-06,47327.12,Recurring
REV_00439,DEAL_0591,COMP_0185,2026-08-05,47327.12,One-time
REV_00440,DEAL_0591,COMP_0185,2026-09-04,47327.12,Recurring
REV_00441,DEAL_0591,COMP_0185,2026-10-04,47327.12,One-time
REV_00442,DEAL_0591,COMP_0185,2026-11-03,47327.12,One-time
REV_00443,DEAL_0591,COMP_0185,2026-12-03,47327.12,One-time
REV_00444,DEAL_0591,COMP_0185,2027-01-02,47327.12,Recurring
REV_00445,DEAL_0591,COMP_0185,2027-02-01,47327.12,Recurring
REV_00446,DEAL_0593,COMP_0093,2025-10-31,18236.1,One-time
REV_00447,DEAL_0593,COMP_0093,2025-11-30,18236.1,One-time
REV_00448,DEAL_0593,COMP_0093,2025-12-30,18236.1,Recurring
REV_00449,DEAL_0593,COMP_0093,2026-01-29,18236.1,One-time
REV_00450,DEAL_0600,COMP_0004,2024-07-16,28125.26,One-time
REV_00451,DEAL_0604,COMP_0199,2025-10-02,3217.51,One-time
REV_00452,DEAL_0604,COMP_0199,2025-11-01,3217.51,One-time
REV_00453,DEAL_0604,COMP_0199,2025-12-01,3217.51,Recurring
REV_00454,DEAL_0604,COMP_0199,2025-12-31,3217.51,Recurring
REV_00455,DEAL_0604,COMP_0199,2026-01-30,3217.51,Recurring
REV_00456,DEAL_0604,COMP_0199,2026-03-01,3217.51,Recurring
REV_00457,DEAL_0604,COMP_0199,2026-03-31,3217.51,One-time
REV_00458,DEAL_0604,COMP_0199,2026-04-30,3217.51,One-time
REV_00459,DEAL_0604,COMP_0199,2026-05-30,3217.51,One-time
REV_00460,DEAL_0604,COMP_0199,2026-06-29,3217.51,One-time
REV_00461,DEAL_0604,COMP_0199,2026-07-29,3217.51,Recurring
REV_00462,DEAL_0604,COMP_0199,2026-08-28,3217.51,One-time
REV_00463,DEAL_0618,COMP_0293,2024-08-21,21922.26,Recurring
REV_00464,DEAL_0618,COMP_0293,2024-09-20,21922.26,Recurring
REV_00465,DEAL_0618,COMP_0293,2024-10-20,21922.26,One-time
REV_00466,DEAL_0618,COMP_0293,2024-11-19,21922.26,One-time
REV_00467,DEAL_0618,COMP_0293,2024-12-19,21922.26,One-time
REV_00468,DEAL_0619,COMP_0256,2026-06-17,88003.98,Recurring
REV_00469,DEAL_0619,COMP_0256,2026-07-17,88003.98,Recurring
REV_00470,DEAL_0619,COMP_0256,2026-08-16,88003.98,Recurring
REV_00471,DEAL_0619,COMP_0256,2026-09-15,88003.98,One-time
REV_00472,DEAL_0619,COMP_0256,2026-10-15,88003.98,Recurring
REV_00473,DEAL_0619,COMP_0256,2026-11-14,88003.98,Recurring
REV_00474,DEAL_0619,COMP_0256,2026-12-14,88003.98,Recurring
REV_00475,DEAL_0619,COMP_0256,2027-01-13,88003.98,One-time
REV_00476,DEAL_0619,COMP_0256,2027-02-12,88003.98,Recurring
REV_00477,DEAL_0619,COMP_0256,2027-03-14,88003.98,Recurring
REV_00478,DEAL_0619,COMP_0256,2027-04-13,88003.98,One-time
REV_00479,DEAL_0640,COMP_0168,2024-05-01,57105.26,One-time
REV_00480,DEAL_0640,COMP_0168,2024-05-31,57105.26,Recurring
REV_00481,DEAL_0640,COMP_0168,2024-06-30,57105.26,One-time
REV_00482,DEAL_0640,COMP_0168,2024-07-30,57105.26,One-time
REV_00483,DEAL_0641,COMP_0036,2025-05-14,23614.28,Recurring
REV_00484,DEAL_0641,COMP_0036,2025-06-13,23614.28,Recurring
REV_00485,DEAL_0641,COMP_0036,2025-07-13,23614.28,One-time
REV_00486,DEAL_0641,COMP_0036,2025-08-12,23614.28,One-time
REV_00487,DEAL_0641,COMP_0036,2025-09-11,23614.28,Recurring
REV_00488,DEAL_0641,COMP_0036,2025-10-11,23614.28,One-time
REV_00489,DEAL_0641,COMP_0036,2025-11-10,23614.28,One-time
REV_00490,DEAL_0641,COMP_0036,2025-12-10,23614.28,One-time
REV_00491,DEAL_0641,COMP_0036,2026-01-09,23614.28,Recurring
REV_00492,DEAL_0648,COMP_0244,2026-02-05,6512.38,Recurring
REV_00493,DEAL_0648,COMP_0244,2026-03-07,6512.38,Recurring
REV_00494,DEAL_0648,COMP_0244,2026-04-06,6512.38,Recurring
REV_00495,DEAL_0648,COMP_0244,2026-05-06,6512.38,Recurring
REV_00496,DEAL_0648,COMP_0244,2026-06-05,6512.38,Recurring
REV_00497,DEAL_0648,COMP_0244,2026-07-05,6512.38,Recurring
REV_00498,DEAL_0655,COMP_0016,2025-08-14,8187.76,One-time
REV_00499,DEAL_0655,COMP_0016,2025-09-13,8187.76,Recurring
REV_00500,DEAL_0655,COMP_0016,2025-10-13,8187.76,One-time
REV_00501,DEAL_0655,COMP_0016,2025-11-12,8187.76,Recurring
REV_00502,DEAL_0655,COMP_0016,2025-12-12,8187.76,Recurring
REV_00503,DEAL_0655,COMP_0016,2026-01-11,8187.76,Recurring
REV_00504,DEAL_0665,COMP_0038,2024-06-20,212234.53,Recurring
REV_00505,DEAL_0686,COMP_0037,2025-04-22,1277.24,One-time
REV_00506,DEAL_0686,COMP_0037,2025-05-22,1277.24,Recurring
REV_00507,DEAL_0686,COMP_0037,2025-06-21,1277.24,One-time
REV_00508,DEAL_0686,COMP_0037,2025-07-21,1277.24,One-time
REV_00509,DEAL_0686,COMP_0037,2025-08-20,1277.24,Recurring
REV_00510,DEAL_0686,COMP_0037,2025-09-19,1277.24,Recurring
REV_00511,DEAL_0686,COMP_0037,2025-10-19,1277.24,One-time
REV_00512,DEAL_0686,COMP_0037,2025-11-18,1277.24,Recurring
REV_00513,DEAL_0686,COMP_0037,2025-12-18,1277.24,Recurring
REV_00514,DEAL_0686,COMP_0037,2026-01-17,1277.24,One-time
REV_00515,DEAL_0686,COMP_0037,2026-02-16,1277.24,Recurring
REV_00516,DEAL_0686,COMP_0037,2026-03-18,1277.24,Recurring
REV_00517,DEAL_0687,COMP_0227,2025-07-23,7876.79,Recurring
REV_00518,DEAL_0687,COMP_0227,2025-08-22,7876.79,Recurring
REV_00519,DEAL_0687,COMP_0227,2025-09-21,7876.79,Recurring
REV_00520,DEAL_0687,COMP_0227,2025-10-21,7876.79,Recurring
REV_00521,DEAL_0716,COMP_0269,2024-05-27,14095.18,One-time
REV_00522,DEAL_0716,COMP_0269,2024-06-26,14095.18,Recurring
REV_00523,DEAL_0716,COMP_0269,2024-07-26,14095.18,Recurring
REV_00524,DEAL_0716,COMP_0269,2024-08-25,14095.18,Recurring
REV_00525,DEAL_0716,COMP_0269,2024-09-24,14095.18,One-time
REV_00526,DEAL_0716,COMP_0269,2024-10-24,14095.18,Recurring
REV_00527,DEAL_0716,COMP_0269,2024-11-23,14095.18,Recurring
REV_00528,DEAL_0716,COMP_0269,2024-12-23,14095.18,Recurring
REV_00529,DEAL_0716,COMP_0269,2025-01-22,14095.18,One-time
REV_00530,DEAL_0716,COMP_0269,2025-02-21,14095.18,One-time
REV_00531,DEAL_0720,COMP_0296,2025-07-02,94419.18,Recurring
REV_00532,DEAL_0720,COMP_0296,2025-08-01,94419.18,Recurring
REV_00533,DEAL_0751,COMP_0198,2025-02-07,3416.81,One-time
REV_00534,DEAL_0751,COMP_0198,2025-03-09,3416.81,Recurring
REV_00535,DEAL_0751,COMP_0198,2025-04-08,3416.81,One-time
REV_00536,DEAL_0751,COMP_0198,2025-05-08,3416.81,One-time
REV_00537,DEAL_0751,COMP_0198,2025-06-07,3416.81,Recurring
REV_00538,DEAL_0751,COMP_0198,2025-07-07,3416.81,Recurring
REV_00539,DEAL_0751,COMP_0198,2025-08-06,3416.81,One-time
REV_00540,DEAL_0751,COMP_0198,2025-09-05,3416.81,Recurring
REV_00541,DEAL_0751,COMP_0198,2025-10-05,3416.81,One-time
REV_00542,DEAL_0751,COMP_0198,2025-11-04,3416.81,Recurring
REV_00543,DEAL_0751,COMP_0198,2025-12-04,3416.81,One-time
REV_00544,DEAL_0751,COMP_0198,2026-01-03,3416.81,Recurring
REV_00545,DEAL_0754,COMP_0181,2026-02-26,83899.97,One-time
REV_00546,DEAL_0754,COMP_0181,2026-03-28,83899.97,One-time
REV_00547,DEAL_0754,COMP_0181,2026-04-27,83899.97,One-time
REV_00548,DEAL_0754,COMP_0181,2026-05-27,83899.97,One-time
REV_00549,DEAL_0754,COMP_0181,2026-06-26,83899.97,Recurring
REV_00550,DEAL_0754,COMP_0181,2026-07-26,83899.97,Recurring
REV_00551,DEAL_0754,COMP_0181,2026-08-25,83899.97,Recurring
REV_00552,DEAL_0754,COMP_0181,2026-09-24,83899.97,Recurring
REV_00553,DEAL_0754,COMP_0181,2026-10-24,83899.97,One-time
REV_00554,DEAL_0754,COMP_0181,2026-11-23,83899.97,One-time
REV_00555,DEAL_0771,COMP_0032,2025-08-21,45601.13,One-time
REV_00556,DEAL_0771,COMP_0032,2025-09-20,45601.13,Recurring
REV_00557,DEAL_0771,COMP_0032,2025-10-20,45601.13,Recurring
REV_00558,DEAL_0771,COMP_0032,2025-11-19,45601.13,Recurring
REV_00559,DEAL_0776,COMP_0153,2026-04-26,12434.91,Recurring
REV_00560,DEAL_0776,COMP_0153,2026-05-26,12434.91,One-time
REV_00561,DEAL_0776,COMP_0153,2026-06-25,12434.91,Recurring
REV_00562,DEAL_0776,COMP_0153,2026-07-25,12434.91,One-time
REV_00563,DEAL_0776,COMP_0153,2026-08-24,12434.91,Recurring
REV_00564,DEAL_0776,COMP_0153,2026-09-23,12434.91,One-time
REV_00565,DEAL_0776,COMP_0153,2026-10-23,12434.91,Recurring
REV_00566,DEAL_0776,COMP_0153,2026-11-22,12434.91,Recurring
REV_00567,DEAL_0778,COMP_0260,2024-12-12,4357.46,Recurring
REV_00568,DEAL_0778,COMP_0260,2025-01-11,4357.46,One-time
REV_00569,DEAL_0778,COMP_0260,2025-02-10,4357.46,Recurring
REV_00570,DEAL_0778,COMP_0260,2025-03-12,4357.46,One-time
REV_00571,DEAL_0778,COMP_0260,2025-04-11,4357.46,Recurring
REV_00572,DEAL_0778,COMP_0260,2025-05-11,4357.46,Recurring
REV_00573,DEAL_0778,COMP_0260,2025-06-10,4357.46,One-time
REV_00574,DEAL_0778,COMP_0260,2025-07-10,4357.46,Recurring
REV_00575,DEAL_0779,COMP_0142,2025-04-30,9894.85,Recurring
REV_00576,DEAL_0779,COMP_0142,2025-05-30,9894.85,One-time
REV_00577,DEAL_0779,COMP_0142,2025-06-29,9894.85,One-time
REV_00578,DEAL_0783,COMP_0149,2025-10-21,15394.58,One-time
REV_00579,DEAL_0783,COMP_0149,2025-11-20,15394.58,Recurring
REV_00580,DEAL_0783,COMP_0149,2025-12-20,15394.58,Recurring
REV_00581,DEAL_0783,COMP_0149,2026-01-19,15394.58,One-time
REV_00582,DEAL_0783,COMP_0149,2026-02-18,15394.58,One-time
REV_00583,DEAL_0783,COMP_0149,2026-03-20,15394.58,Recurring
REV_00584,DEAL_0783,COMP_0149,2026-04-19,15394.58,Recurring
REV_00585,DEAL_0783,COMP_0149,2026-05-19,15394.58,One-time
REV_00586,DEAL_0795,COMP_0209,2026-02-13,2575.97,Recurring
REV_00587,DEAL_0795,COMP_0209,2026-03-15,2575.97,Recurring
REV_00588,DEAL_0795,COMP_0209,2026-04-14,2575.97,Recurring
REV_00589,DEAL_0795,COMP_0209,2026-05-14,2575.97,One-time
REV_00590,DEAL_0795,COMP_0209,2026-06-13,2575.97,Recurring
REV_00591,DEAL_0795,COMP_0209,2026-07-13,2575.97,One-time
REV_00592,DEAL_0795,COMP_0209,2026-08-12,2575.97,One-time
