activity_id,deal_id,activity_type,activity_date,duration_minutes,outcome,notes
ACT_00903,DEAL_0131,Follow-up,2025-08-17,60,Negative,Manage drug baby ago town attention.
ACT_00904,DEAL_0131,Email,2024-11-13,30,Neutral,Kitchen cultural reveal.
ACT_00905,DEAL_0131,Email,2025-01-24,30,Positive,Again exist feel reflect sport professor.
ACT_00906,DEAL_0131,Email,2025-04-13,30,Positive,Hard choose accept success attorney head newspaper.
ACT_00907,DEAL_0131,Call,2025-09-16,60,Neutral,Wait training interesting energy eat.
ACT_00908,DEAL_0132,Call,2025-12-23,60,Neutral,Media discuss bed friend.
ACT_00909,DEAL_0132,Email,2026-02-01,45,No Response,Admit Mrs beautiful old hospital adult ok fund.
ACT_00910,DEAL_0132,Call,2025-12-20,60,No Response,Total tax quickly food recognize.
ACT_00911,DEAL_0132,Email,2025-12-11,15,Neutral,Reach media agree environment against.
ACT_00912,DEAL_0132,Call,2026-01-05,60,No Response,Operation professional six a large will happen.
ACT_00913,DEAL_0132,Demo,2026-02-14,15,No Response,Leave artist debate thing to thought.
ACT_00914,DEAL_0132,Proposal Sent,2025-12-11,30,Neutral,Focus admit read lead.
ACT_00915,DEAL_0132,Meeting,2026-01-13,90,No Response,Thought better across doctor mouth.
ACT_00916,DEAL_0132,Email,2026-01-29,45,Positive,Rule too kid government place many.
ACT_00917,DEAL_0132,Email,2026-03-02,60,No Response,Protect teacher describe because do speech ten.
ACT_00918,DEAL_0132,Demo,2026-02-15,90,Negative,Partner building nearly fish so choice mind.
ACT_00919,DEAL_0132,Email,2026-02-19,60,No Response,There audience position huge late hear current.
ACT_00920,DEAL_0133,Proposal Sent,2025-05-02,90,No Response,Long affect speak bad her.
ACT_00921,DEAL_0133,Call,2026-01-19,15,Positive,Professor loss human image marriage hot financial.
ACT_00922,DEAL_0133,Demo,2025-06-10,90,Negative,Difficult under Mrs rate.
ACT_00923,DEAL_0133,Proposal Sent,2025-11-07,15,Negative,Company apply top trial.
ACT_00924,DEAL_0133,Follow-up,2025-09-20,60,No Response,Particularly message while single season by free.
ACT_00925,DEAL_0133,Email,2025-03-07,60,Negative,Environmental whose expect arm reveal wear.
ACT_00926,DEAL_0133,Demo,2025-06-25,60,Positive,Attack toward write own avoid rise whom.
ACT_00927,DEAL_0133,Call,2026-03-12,45,Neutral,Change security eight police account its.
ACT_00928,DEAL_0133,Demo,2025-08-24,45,No Response,Purpose debate offer Mr strategy message.
ACT_00929,DEAL_0134,Proposal Sent,2026-03-01,30,Negative,Family game door power.
ACT_00930,DEAL_0134,Proposal Sent,2026-03-14,60,Neutral,Most back degree Congress administration care.
ACT_00931,DEAL_0134,Meeting,2026-03-06,60,No Response,Campaign social low.
ACT_00932,DEAL_0134,Follow-up,2026-03-07,45,No Response,Ago too sing head employee discover word.
ACT_00933,DEAL_0134,Call,2026-03-09,90,Neutral,Race sign base later work read.
ACT_00934,DEAL_0135,Follow-up,2025-12-12,15,No Response,Especially society particular rich crime old.
ACT_00935,DEAL_0135,Call,2025-08-09,30,Neutral,Look foot own expert operation cell.
ACT_00936,DEAL_0135,Call,2025-02-25,90,No Response,Firm guy also without street.
ACT_00937,DEAL_0135,Email,2025-08-21,60,No Response,Concern though dark never model act.
ACT_00938,DEAL_0135,Meeting,2026-02-18,30,Neutral,Church act down condition social whether.
ACT_00939,DEAL_0135,Proposal Sent,2025-02-05,15,Positive,Much together respond.
ACT_00940,DEAL_0136,Meeting,2025-02-20,45,Neutral,Why issue approach open.
ACT_00941,DEAL_0136,Call,2025-12-02,90,Positive,Treat career body left.
ACT_00942,DEAL_0136,Email,2025-11-23,45,No Response,Feel watch imagine.
ACT_00943,DEAL_0136,Email,2026-02-23,90,Neutral,Rock shake statement until event hair.
ACT_00944,DEAL_0136,Email,2025-01-19,90,Neutral,Enough service it before.
ACT_00945,DEAL_0136,Demo,2025-12-29,45,Negative,Happy rate major enter not.
ACT_00946,DEAL_0136,Meeting,2024-12-15,15,Negative,American its these meet career across.
ACT_00947,DEAL_0137,Follow-up,2026-02-23,90,Positive,Any save hit development.
ACT_00948,DEAL_0137,Follow-up,2025-10-30,15,No Response,Simply discussion gas serve involve maybe.
ACT_00949,DEAL_0137,Demo,2025-10-27,15,Positive,Attention despite assume daughter body fly.
ACT_00950,DEAL_0137,Proposal Sent,2025-11-01,90,Positive,Serve to impact along owner.
ACT_00951,DEAL_0138,Email,2026-03-02,90,Positive,Meeting per method rest close card plan forward.
ACT_00952,DEAL_0138,Call,2025-09-23,15,Neutral,Space under other brother arrive.
ACT_00953,DEAL_0138,Meeting,2025-09-05,30,Negative,Still face rule fall.
ACT_00954,DEAL_0138,Follow-up,2025-08-12,60,No Response,Thousand mind air machine take.
ACT_00955,DEAL_0138,Follow-up,2025-11-19,15,Neutral,Long international least subject other beat fund save.
ACT_00956,DEAL_0138,Follow-up,2026-01-28,45,Negative,Note police window.
ACT_00957,DEAL_0138,Call,2025-10-16,15,Neutral,Dream even court sound.
ACT_00958,DEAL_0138,Demo,2026-01-07,60,Positive,Finish market station no center leave bag mouth.
ACT_00959,DEAL_0138,Call,2025-09-15,60,Negative,House wait skill.
ACT_00960,DEAL_0138,Meeting,2025-12-08,90,Neutral,Positive eight instead across company soldier campaign officer.
ACT_00961,DEAL_0139,Meeting,2026-02-04,45,No Response,Claim crime between play get week again.
ACT_00962,DEAL_0139,Meeting,2024-07-29,30,Neutral,Computer maintain my growth ability.
ACT_00963,DEAL_0139,Proposal Sent,2024-12-02,60,Neutral,Two this property return save.
ACT_00964,DEAL_0140,Demo,2026-01-30,60,No Response,Decision build reduce.
ACT_00965,DEAL_0140,Demo,2025-06-13,90,Negative,President must decade watch he.
ACT_00966,DEAL_0140,Email,2025-12-03,60,Neutral,Face even stop more physical top.
ACT_00967,DEAL_0140,Email,2025-07-31,90,Positive,Receive move worry movement maybe.
ACT_00968,DEAL_0141,Meeting,2026-01-04,45,No Response,Half what once dream old day our.
ACT_00969,DEAL_0141,Call,2026-02-16,60,Positive,Condition base really say.
ACT_00970,DEAL_0141,Demo,2026-01-04,15,Neutral,Now around laugh social generation card.
ACT_00971,DEAL_0142,Email,2025-12-24,90,Negative,Investment born market create.
ACT_00972,DEAL_0142,Demo,2025-12-11,60,Negative,Day series anyone them.
ACT_00973,DEAL_0142,Follow-up,2026-03-03,45,Negative,Leg your call deal.
ACT_00974,DEAL_0142,Email,2025-12-07,45,Neutral,Wall environment from more office.
ACT_00975,DEAL_0142,Follow-up,2026-01-09,60,No Response,Laugh summer nature ten center where.
ACT_00976,DEAL_0142,Follow-up,2025-12-17,30,No Response,Often where tough continue parent.
ACT_00977,DEAL_0142,Follow-up,2026-02-18,45,No Response,Them military notice site senior.
ACT_00978,DEAL_0142,Call,2026-01-19,45,Positive,Local three particularly card.
ACT_00979,DEAL_0142,Email,2026-02-22,90,Negative,Technology born data try Mrs kind.
ACT_00980,DEAL_0142,Demo,2026-03-11,30,Negative,Role piece specific town.
ACT_00981,DEAL_0142,Call,2026-01-06,15,Negative,Alone mother young process letter.
ACT_00982,DEAL_0143,Meeting,2026-03-09,30,Positive,South about meet goal night past yard.
ACT_00983,DEAL_0143,Email,2026-03-13,90,Negative,Market toward force agreement attack.
ACT_00984,DEAL_0143,Call,2026-03-10,45,No Response,Source baby provide not federal account.
ACT_00985,DEAL_0143,Proposal Sent,2026-03-08,15,Positive,Mother medical test pay.
ACT_00986,DEAL_0143,Meeting,2026-03-08,45,Negative,Attack available receive finish capital wait the talk.
ACT_00987,DEAL_0143,Email,2026-03-14,15,Positive,Church meeting else economy.
ACT_00988,DEAL_0143,Demo,2026-03-11,45,Positive,Interesting enjoy language mouth marriage plan many.
ACT_00989,DEAL_0143,Demo,2026-03-14,45,Neutral,Likely per thank similar.
ACT_00990,DEAL_0143,Follow-up,2026-03-14,90,Neutral,Ready culture phone.
ACT_00991,DEAL_0143,Meeting,2026-03-10,45,Negative,Vote business media theory picture.
ACT_00992,DEAL_0144,Follow-up,2026-01-27,90,Neutral,Available deep series anyone mind quite.
ACT_00993,DEAL_0144,Follow-up,2026-02-03,60,Neutral,Specific even election direction.
ACT_00994,DEAL_0144,Email,2026-01-26,45,Neutral,Plan court we international father involve early house.
ACT_00995,DEAL_0144,Meeting,2026-02-16,60,Positive,Radio appear range according election fly daughter.
ACT_00996,DEAL_0144,Call,2026-01-26,60,No Response,Item work kind fine.
ACT_00997,DEAL_0144,Email,2026-02-23,15,Positive,Provide project author avoid.
ACT_00998,DEAL_0144,Demo,2026-02-07,30,No Response,Several travel direction political large present.
ACT_00999,DEAL_0144,Call,2026-02-18,60,Positive,How spend fire thus.
ACT_01000,DEAL_0144,Meeting,2026-02-20,90,No Response,Strong make a seven population may customer.
ACT_01001,DEAL_0144,Proposal Sent,2026-03-12,90,No Response,Far effort hand nor necessary along seem.
ACT_01002,DEAL_0144,Meeting,2026-02-17,90,No Response,Get something garden and.
ACT_01003,DEAL_0144,Follow-up,2026-03-06,60,No Response,Animal treatment half partner.
ACT_01004,DEAL_0145,Follow-up,2025-04-14,60,Neutral,Make store be west statement special mother.
ACT_01005,DEAL_0145,Call,2025-01-06,90,Neutral,Respond rate it though listen.
ACT_01006,DEAL_0145,Demo,2025-12-27,60,Neutral,Picture continue serve hit sound visit.
ACT_01007,DEAL_0145,Follow-up,2025-10-23,90,Positive,Walk maintain federal world type.
ACT_01008,DEAL_0145,Follow-up,2024-12-27,30,No Response,Clearly unit lawyer which.
ACT_01009,DEAL_0145,Demo,2024-12-04,15,Neutral,South memory idea responsibility current use exist.
ACT_01010,DEAL_0145,Proposal Sent,2025-02-01,45,Positive,Peace mean political south back.
ACT_01011,DEAL_0145,Proposal Sent,2025-06-10,60,Positive,Debate to choose by chair.
ACT_01012,DEAL_0145,Email,2025-08-20,45,Negative,Sense side line.
ACT_01013,DEAL_0146,Proposal Sent,2025-02-21,30,Positive,Safe plant natural practice.
ACT_01014,DEAL_0146,Meeting,2024-12-16,45,Negative,Win almost stand phone keep.
ACT_01015,DEAL_0147,Meeting,2025-11-11,60,Positive,Share address interview special movement where.
ACT_01016,DEAL_0147,Call,2024-09-06,30,No Response,Perform effect manage benefit service want.
ACT_01017,DEAL_0147,Email,2025-12-11,45,Negative,Else good knowledge among use.
ACT_01018,DEAL_0147,Call,2025-07-12,30,No Response,Theory of feeling so.
ACT_01019,DEAL_0147,Email,2025-03-13,15,Negative,Arrive subject whatever detail bank seat early look.
ACT_01020,DEAL_0147,Email,2024-11-06,15,No Response,Half take appear read plant.
ACT_01021,DEAL_0148,Proposal Sent,2025-07-10,45,No Response,Deal region table whether west.
ACT_01022,DEAL_0148,Meeting,2025-08-31,60,No Response,Same character company risk sound property.
ACT_01023,DEAL_0148,Follow-up,2024-12-23,90,Neutral,Cut kid mouth early must.
ACT_01024,DEAL_0148,Call,2025-07-23,90,No Response,Successful quickly about miss sort.
ACT_01025,DEAL_0148,Demo,2025-09-09,60,Neutral,Be whatever policy drug weight.
ACT_01026,DEAL_0148,Follow-up,2024-10-06,45,Positive,Thus system government while force art to once.
ACT_01027,DEAL_0148,Proposal Sent,2024-12-09,90,No Response,Cell again be set.
ACT_01028,DEAL_0148,Demo,2025-01-13,30,No Response,Hour would order glass account money.
ACT_01029,DEAL_0148,Meeting,2025-11-25,90,Positive,Never beat court test vote police plant.
ACT_01030,DEAL_0149,Demo,2025-11-28,45,Positive,Understand significant democratic difficult indeed approach report.
ACT_01031,DEAL_0149,Call,2025-11-09,15,Negative,Enough house behind since.
ACT_01032,DEAL_0149,Proposal Sent,2025-08-09,15,Positive,Increase if so fish ready kid evidence.
ACT_01033,DEAL_0149,Call,2025-11-21,90,Positive,Low whether range message check official word.
ACT_01034,DEAL_0149,Proposal Sent,2025-08-18,90,Neutral,Since old development.
ACT_01035,DEAL_0149,Demo,2025-08-07,90,Positive,Item ground two how officer.
ACT_01036,DEAL_0149,Email,2025-10-18,90,Neutral,Student choice single.
ACT_01037,DEAL_0149,Email,2026-01-26,45,Neutral,Major contain service must return radio.
ACT_01038,DEAL_0149,Call,2025-11-29,90,No Response,Like project peace meeting.
ACT_01039,DEAL_0149,Email,2026-02-07,90,Negative,Police interest black hard.
ACT_01040,DEAL_0149,Demo,2026-03-09,90,Positive,Democrat safe discuss true lot eight military.
ACT_01041,DEAL_0149,Demo,2025-09-29,15,Negative,Offer will wife draw modern every can.
ACT_01042,DEAL_0150,Call,2026-02-17,60,Positive,Every part husband rest indicate radio back.
ACT_01043,DEAL_0150,Proposal Sent,2025-11-30,45,No Response,Million have concern.
ACT_01044,DEAL_0150,Meeting,2025-12-26,15,Positive,Itself address total direction we exist that trial.
ACT_01045,DEAL_0150,Email,2026-02-18,90,Neutral,Against class probably important car.
ACT_01046,DEAL_0150,Meeting,2025-09-29,30,Neutral,Mention short newspaper majority institution beat.
ACT_01047,DEAL_0150,Meeting,2025-10-14,15,Neutral,Game record money treat.
ACT_01048,DEAL_0150,Meeting,2025-07-29,60,Neutral,Break score kid set ball mention why.
ACT_01049,DEAL_0150,Email,2025-08-15,90,Negative,Data add one however generation prevent team.
ACT_01050,DEAL_0151,Email,2025-12-25,15,Negative,Apply call strong rather fire floor.
ACT_01051,DEAL_0151,Demo,2025-12-20,15,Negative,Myself last team fly.
ACT_01052,DEAL_0151,Call,2026-02-28,60,Negative,Hour whatever family green upon.
ACT_01053,DEAL_0151,Meeting,2026-01-28,60,Positive,Growth figure role.
ACT_01054,DEAL_0152,Call,2025-12-23,30,Neutral,Ball return go ever each.
ACT_01055,DEAL_0152,Demo,2025-10-11,90,No Response,Exactly local must ground across.
ACT_01056,DEAL_0153,Meeting,2025-11-22,15,Negative,Speak board stop official school.
ACT_01057,DEAL_0153,Demo,2025-07-31,90,No Response,Also before manage security law.
ACT_01058,DEAL_0153,Email,2024-10-01,60,Positive,Then perform health I lead.
ACT_01059,DEAL_0154,Follow-up,2025-07-21,30,Positive,Interview degree defense wonder dog financial.
ACT_01060,DEAL_0154,Meeting,2025-07-22,90,Positive,Main there production tonight public.
ACT_01061,DEAL_0154,Call,2025-09-20,90,Neutral,Opportunity everything cause dinner.
ACT_01062,DEAL_0154,Meeting,2025-11-07,90,No Response,Risk movie type that former.
ACT_01063,DEAL_0154,Demo,2025-05-06,15,Neutral,Drop home no church.
ACT_01064,DEAL_0154,Call,2025-12-26,45,Neutral,Us return gas well believe police.
ACT_01065,DEAL_0154,Call,2025-09-02,90,No Response,Care standard expert fill.
ACT_01066,DEAL_0154,Proposal Sent,2025-10-27,60,Positive,Around night remain change.
ACT_01067,DEAL_0155,Demo,2025-05-16,90,Negative,Baby follow compare building tend phone.
ACT_01068,DEAL_0155,Follow-up,2025-12-03,30,Positive,Question him alone another put entire environmental.
ACT_01069,DEAL_0156,Demo,2026-03-09,45,Negative,Poor group tree respond mean guy positive produce.
ACT_01070,DEAL_0156,Follow-up,2026-03-14,60,Negative,News develop sometimes.
ACT_01071,DEAL_0157,Call,2026-01-31,90,Negative,Bill often better many.
ACT_01072,DEAL_0157,Email,2026-02-11,30,Positive,Deal clear improve difference return people.
ACT_01073,DEAL_0157,Meeting,2025-09-23,15,No Response,Party start culture information beautiful operation term.
ACT_01074,DEAL_0157,Follow-up,2025-10-21,15,Neutral,Half police area bed.
ACT_01075,DEAL_0157,Follow-up,2025-12-28,90,Negative,Raise manage similar goal sport bank still.
ACT_01076,DEAL_0157,Demo,2026-01-04,30,Negative,Expert down station under sister.
ACT_01077,DEAL_0157,Follow-up,2025-09-16,45,Negative,Visit live today learn them.
ACT_01078,DEAL_0157,Follow-up,2025-10-10,60,Negative,Health grow treatment against five.
ACT_01079,DEAL_0157,Call,2026-01-06,45,Negative,Customer across should probably recognize candidate fact.
ACT_01080,DEAL_0157,Call,2026-02-05,60,Negative,Art analysis expert yeah interesting.
ACT_01081,DEAL_0157,Email,2025-09-19,30,Positive,Public toward garden agent message while.
ACT_01082,DEAL_0157,Proposal Sent,2025-09-18,60,Positive,Soldier game wish second already part rich feel.
ACT_01083,DEAL_0158,Follow-up,2025-08-28,30,No Response,Forget young cell.
ACT_01084,DEAL_0158,Proposal Sent,2026-03-07,60,No Response,Hope several charge figure expect might.
ACT_01085,DEAL_0159,Email,2026-02-03,15,Positive,Standard challenge by tree fish skill keep Mr.
ACT_01086,DEAL_0159,Follow-up,2026-01-26,60,Positive,Lose realize either detail product phone peace he.
ACT_01087,DEAL_0159,Meeting,2026-03-01,60,Negative,Exactly agency charge everything blood worry society.
ACT_01088,DEAL_0159,Demo,2026-02-18,30,Positive,Measure together concern suffer scene threat us.
ACT_01089,DEAL_0159,Email,2026-01-15,60,Negative,Notice concern interview enter.
ACT_01090,DEAL_0159,Call,2026-03-11,60,Positive,Manager pass young at may.
ACT_01091,DEAL_0159,Call,2026-03-01,15,Negative,Crime push book account.
ACT_01092,DEAL_0159,Follow-up,2026-02-14,45,Neutral,Audience cultural already technology act.
ACT_01093,DEAL_0159,Email,2026-02-02,90,Negative,Group suggest economy state.
ACT_01094,DEAL_0159,Follow-up,2026-02-18,30,Neutral,Region hope natural vote movie.
ACT_01095,DEAL_0160,Meeting,2025-08-20,15,Negative,Guess realize federal person.
ACT_01096,DEAL_0160,Demo,2025-08-06,90,Neutral,Go policy already reason vote bad.
ACT_01097,DEAL_0160,Email,2026-01-09,30,No Response,Yeah business interview explain too accept once.
ACT_01098,DEAL_0160,Email,2025-08-11,45,No Response,Fight party television strong down.
ACT_01099,DEAL_0160,Call,2025-10-30,90,Neutral,Nearly ok off morning option sport ten.
ACT_01100,DEAL_0160,Follow-up,2025-08-31,90,Neutral,Individual society step expect activity.
ACT_01101,DEAL_0160,Email,2026-01-10,90,Neutral,He since side.
ACT_01102,DEAL_0160,Follow-up,2025-08-23,15,Neutral,Life someone only explain majority notice public.
ACT_01103,DEAL_0160,Meeting,2026-01-04,90,Neutral,Throughout radio drive help.
ACT_01104,DEAL_0161,Follow-up,2025-09-14,45,Neutral,Tonight system author land.
ACT_01105,DEAL_0161,Follow-up,2025-10-28,15,Negative,Man others current pay hair market.
ACT_01106,DEAL_0161,Follow-up,2026-01-29,90,No Response,Husband house which plan recent range crime.
ACT_01107,DEAL_0161,Email,2026-02-04,60,Positive,Direction people participant style body.
ACT_01108,DEAL_0161,Meeting,2025-09-04,60,No Response,Animal appear last season.
ACT_01109,DEAL_0161,Meeting,2025-09-22,15,No Response,Speech class watch class.
ACT_01110,DEAL_0161,Demo,2025-09-25,45,Positive,Doctor seek make book hope easy.
ACT_01111,DEAL_0161,Follow-up,2026-03-06,30,Positive,Campaign operation structure.
ACT_01112,DEAL_0161,Meeting,2025-11-06,60,No Response,Particularly government however expect.
ACT_01113,DEAL_0161,Meeting,2025-09-20,15,No Response,Nation themselves under quite.
ACT_01114,DEAL_0162,Meeting,2026-03-01,15,Positive,Federal long fact movie quickly difference.
ACT_01115,DEAL_0162,Follow-up,2026-02-03,30,No Response,Stay amount those mission wait all note.
ACT_01116,DEAL_0162,Email,2025-09-06,30,Neutral,Attention no all they along memory likely.
ACT_01117,DEAL_0162,Call,2026-01-27,45,Negative,No everyone air college.
ACT_01118,DEAL_0162,Email,2025-09-06,15,Positive,Organization professor night kind senior friend full child.
ACT_01119,DEAL_0163,Demo,2025-05-19,15,Negative,Visit effect nation economy miss feel western president.
ACT_01120,DEAL_0163,Meeting,2026-03-01,30,Positive,Contain do none current.
ACT_01121,DEAL_0163,Demo,2025-07-20,30,Negative,Fear break glass picture current room project.
ACT_01122,DEAL_0163,Email,2025-09-18,45,Neutral,Bar force make hair down style traditional.
ACT_01123,DEAL_0163,Email,2026-01-08,90,No Response,System usually speak travel would industry adult.
ACT_01124,DEAL_0163,Email,2025-11-09,60,Positive,Until whether brother may.
ACT_01125,DEAL_0163,Email,2026-03-06,15,Positive,Sort help two water stuff attention program collection.
ACT_01126,DEAL_0163,Demo,2025-11-24,45,Positive,Beautiful north wear sing develop.
ACT_01127,DEAL_0163,Call,2025-06-12,15,No Response,Second rule must of.
ACT_01128,DEAL_0164,Meeting,2025-08-01,90,No Response,Capital nor team whatever cause white.
ACT_01129,DEAL_0164,Email,2025-11-23,15,Positive,Interest notice hair suddenly off season physical.
ACT_01130,DEAL_0165,Email,2025-12-26,45,No Response,Who buy daughter.
ACT_01131,DEAL_0165,Demo,2026-03-04,15,No Response,Heavy before teach usually.
ACT_01132,DEAL_0165,Call,2026-01-06,90,Positive,Site wrong society agency former.
ACT_01133,DEAL_0165,Demo,2026-01-09,60,No Response,Challenge leg hit.
ACT_01134,DEAL_0165,Demo,2026-01-29,90,Positive,Institution week bring inside seven plan run.
ACT_01135,DEAL_0165,Meeting,2026-03-08,15,No Response,Exist space name friend organization fund choice.
ACT_01136,DEAL_0165,Proposal Sent,2026-01-21,45,Neutral,Management realize happen though adult real.
ACT_01137,DEAL_0165,Email,2025-12-23,15,Positive,Whatever game charge building marriage consider.
ACT_01138,DEAL_0165,Proposal Sent,2025-12-22,15,Neutral,Eye effect now gun special.
ACT_01139,DEAL_0165,Proposal Sent,2026-01-21,30,Negative,Person stand PM laugh home picture position.
ACT_01140,DEAL_0166,Demo,2025-02-10,60,No Response,Relationship guess allow difficult none growth authority.
ACT_01141,DEAL_0166,Call,2025-05-14,30,Neutral,Money increase ability painting very trial.
ACT_01142,DEAL_0166,Email,2024-04-07,15,Neutral,Particular care parent sense.
ACT_01143,DEAL_0166,Meeting,2025-03-17,90,No Response,Nice second story.
ACT_01144,DEAL_0166,Proposal Sent,2024-10-07,45,Negative,Notice family effort unit.
ACT_01145,DEAL_0166,Proposal Sent,2024-09-12,90,Neutral,Begin experience rock.
ACT_01146,DEAL_0166,Call,2025-05-03,60,Negative,Rate everybody authority by.
ACT_01147,DEAL_0167,Meeting,2026-03-01,45,Negative,Enough paper claim local city ok.
ACT_01148,DEAL_0167,Email,2026-03-14,90,Neutral,Its determine election less arrive.
ACT_01149,DEAL_0167,Email,2026-02-09,30,Positive,Him they perform nothing woman animal.
ACT_01150,DEAL_0167,Demo,2026-03-12,45,Neutral,Visit current imagine husband president hair scene room.
ACT_01151,DEAL_0167,Call,2026-02-18,30,Positive,Family certain former first.
ACT_01152,DEAL_0167,Meeting,2026-02-21,30,No Response,If protect wear big where great audience.
ACT_01153,DEAL_0167,Follow-up,2026-02-08,60,Negative,Price ten product brother build.
ACT_01154,DEAL_0167,Proposal Sent,2026-03-11,90,Negative,State fire customer arrive into save education.
ACT_01155,DEAL_0167,Proposal Sent,2026-02-28,45,No Response,Deep town side he rock.
ACT_01156,DEAL_0167,Meeting,2026-03-10,30,Positive,Data together she gun mean matter.
ACT_01157,DEAL_0167,Demo,2026-02-20,15,No Response,Policy agency product this section.
ACT_01158,DEAL_0168,Email,2025-03-18,30,Neutral,Scene later agency turn worry here town manage.
ACT_01159,DEAL_0168,Demo,2024-08-21,90,Neutral,High strong care a example.
ACT_01160,DEAL_0168,Call,2026-02-05,60,Negative,Executive despite note.
ACT_01161,DEAL_0168,Follow-up,2026-02-02,60,Neutral,Tv evening health why.
ACT_01162,DEAL_0168,Demo,2025-01-16,30,Positive,Ability into task who.
ACT_01163,DEAL_0169,Email,2025-09-02,15,Negative,Option must region sense fear serve.
ACT_01164,DEAL_0169,Email,2025-08-21,90,Positive,Ground store take area plan live.
ACT_01165,DEAL_0169,Call,2025-12-28,45,No Response,Hour key conference.
ACT_01166,DEAL_0169,Call,2025-11-19,90,Negative,Various next involve take reflect.
ACT_01167,DEAL_0169,Email,2026-01-09,15,Neutral,You bag there rather service charge.
ACT_01168,DEAL_0169,Call,2025-11-11,45,Neutral,Physical return particular world will main group.
ACT_01169,DEAL_0169,Call,2025-11-12,45,Neutral,Expert name position worker attention prevent court.
ACT_01170,DEAL_0170,Proposal Sent,2025-04-12,30,Neutral,Happen economy huge budget.
ACT_01171,DEAL_0170,Call,2025-07-25,15,Neutral,Significant decision identify have court measure.
ACT_01172,DEAL_0170,Meeting,2025-09-12,15,Positive,Mind painting moment where.
ACT_01173,DEAL_0170,Follow-up,2025-08-13,30,No Response,Town opportunity score on without step participant.
ACT_01174,DEAL_0170,Follow-up,2026-02-07,15,Negative,Which explain almost full.
ACT_01175,DEAL_0170,Call,2025-01-18,45,No Response,Artist suddenly appear someone soldier term.
ACT_01176,DEAL_0170,Call,2025-06-05,45,Negative,While federal plan town.
ACT_01177,DEAL_0171,Call,2026-03-05,90,No Response,Keep too Congress establish occur fly ten during.
ACT_01178,DEAL_0171,Follow-up,2026-02-01,15,Positive,Kitchen service nothing although east.
ACT_01179,DEAL_0171,Call,2026-02-26,30,Neutral,Study him become its according happy loss.
ACT_01180,DEAL_0171,Call,2026-03-01,90,No Response,Land base fund rock result.
ACT_01181,DEAL_0171,Follow-up,2026-02-22,45,Negative,Discuss standard resource century improve full exist.
ACT_01182,DEAL_0171,Proposal Sent,2026-03-05,60,Neutral,Professor professional office walk get identify notice.
ACT_01183,DEAL_0171,Email,2026-02-15,90,Neutral,So meeting month.
ACT_01184,DEAL_0171,Proposal Sent,2026-03-02,45,Neutral,Memory wait suggest ahead.
ACT_01185,DEAL_0171,Meeting,2026-03-12,30,Positive,Interest another home state that white church both.
ACT_01186,DEAL_0171,Follow-up,2026-02-26,45,Neutral,Market rest even beautiful push respond add.
ACT_01187,DEAL_0171,Proposal Sent,2026-03-12,90,No Response,Establish decade down citizen.
ACT_01188,DEAL_0171,Call,2026-02-26,15,No Response,Create mission voice resource walk save list.
ACT_01189,DEAL_0172,Proposal Sent,2025-04-24,15,Neutral,Project bit evidence truth.
ACT_01190,DEAL_0172,Proposal Sent,2025-09-03,60,Negative,Nearly nature school rise test most.
ACT_01191,DEAL_0172,Demo,2025-10-29,90,No Response,Others hundred coach those.
ACT_01192,DEAL_0172,Call,2025-11-09,45,Negative,Four property very sure into with.
ACT_01193,DEAL_0172,Proposal Sent,2025-12-09,60,No Response,Education amount nor.
ACT_01194,DEAL_0172,Demo,2025-05-23,45,No Response,Personal cultural region.
ACT_01195,DEAL_0172,Follow-up,2025-11-11,90,Positive,Raise today alone trial offer south scene us.
ACT_01196,DEAL_0172,Call,2025-11-11,30,Neutral,Bill usually hot east.
ACT_01197,DEAL_0172,Demo,2025-09-29,30,No Response,They nothing century agreement truth military.
ACT_01198,DEAL_0172,Call,2025-08-18,45,No Response,Guess lot sense city economy very election join.
ACT_01199,DEAL_0172,Demo,2025-07-14,90,Neutral,With Democrat herself ahead hear detail.
ACT_01200,DEAL_0172,Meeting,2025-05-10,45,Positive,Light surface be.
ACT_01201,DEAL_0173,Email,2025-11-04,45,No Response,First community loss speak relate this.
ACT_01202,DEAL_0173,Proposal Sent,2025-10-04,45,Neutral,Evening book president theory evidence history.
ACT_01203,DEAL_0173,Proposal Sent,2025-09-19,15,No Response,Base open people near federal make.
ACT_01204,DEAL_0173,Proposal Sent,2026-03-12,90,Negative,Describe friend west form language.
ACT_01205,DEAL_0174,Demo,2025-07-29,60,No Response,True second institution sort.
ACT_01206,DEAL_0174,Demo,2025-02-21,45,No Response,Note citizen long.
ACT_01207,DEAL_0174,Meeting,2025-01-28,45,No Response,Shake trip decade.
ACT_01208,DEAL_0174,Email,2025-05-25,30,No Response,Any word agent.
ACT_01209,DEAL_0174,Call,2026-03-04,45,Positive,Meet yard expert.
ACT_01210,DEAL_0174,Meeting,2025-02-01,15,Negative,Worry religious evening difficult present.
ACT_01211,DEAL_0174,Proposal Sent,2025-10-25,90,Positive,Deep high six sing race concern action.
ACT_01212,DEAL_0174,Meeting,2025-09-29,30,Positive,Security wife determine base difficult day hand.
ACT_01213,DEAL_0175,Email,2026-03-14,45,Positive,Kitchen feel anyone see.
ACT_01214,DEAL_0175,Proposal Sent,2025-12-24,30,Negative,Time half firm without rule condition.
